"","iteration","beta0","beta1","beta2","beta3","beta4.1.","beta4.2.","beta4.3.","beta4.4.","beta4.5.","beta4.6.","beta4.7.","beta4.8.","beta4.9.","beta4.10.","beta4.11.","beta4.12.","beta4.13.","beta4.14.","beta4.15.","beta4.16.","beta4.17.","beta4.18.","beta4.19.","beta4.20.","beta4.21.","beta4.22.","beta4.23.","beta4.24.","beta4.25.","beta4.26.","beta4.27.","beta4.28.","beta4.29.","beta4.30.","beta4.31.","beta5.1.","beta5.2.","beta5.3.","beta5.4.","beta5.5.","beta5.6.","beta5.7.","beta5.8.","beta5.9.","beta5.10.","beta5.11.","beta5.12.","beta5.13.","beta5.14.","beta5.15.","beta5.16.","beta5.17.","beta5.18.","beta5.19.","beta5.20.","beta5.21.","beta5.22.","beta5.23.","beta5.24.","beta5.25.","beta5.26.","beta5.27.","beta5.28.","beta5.29.","beta5.30.","beta5.31."
"1",1,-0.0530891840254129,0.0180816648141605,-0.180141688617171,-0.050702482907379,0,-0.0608629013373185,0.0334575588128493,-0.114827021381492,-0.0525032199038927,-0.0253281133344552,-0.0446425228115241,-0.0157278116495834,-0.0496580742799413,-0.280481053962213,-0.0602701489296152,-0.0924318609636696,-0.006912189927126,-0.0939942266219811,-0.0128158430805278,-0.124659302092333,0.0330749207297853,0.00423968427204188,-0.0616562586821675,0.030200123045315,0.0590557517665165,0.0175737468418706,-0.0638219931696311,-0.118513371966422,-0.124479495904032,-0.0593704228128331,-0.00567551666200012,-0.0254671411943557,-0.104778127602509,0.047868411713787,-0.0897135601880261,0,0.169072981460726,0.0966976064503309,0.13988715368814,0.230321186979892,0.0418569196828701,0.0948525547998953,0.150426737565169,0.147537587766772,0.408544525557496,0.196479401279426,0.0130549250084693,-0.000691105319914134,0.166647686429079,-0.0231793414805251,-0.00130087443003199,-0.0563641696932695,-0.014377071530803,0.172499416215149,0.00736954331029271,0.149683544606253,0.151068831561842,-0.0497316510672114,-0.0498490168443539,-0.0613681205060722,0.00344732559462201,0.130105390750442,0.0388018283614002,0.101730344902774,0.143759928389934,0.101227315861972
"2",2,-0.0554074914896863,0.0191920218479703,-0.189508020909801,-0.0499841460316172,0,-0.0553572171930157,0.0359249115576583,-0.0306673057364127,0.00464632856531934,0.00931039480035779,-0.0450865979073064,-0.0383532386591679,-0.110517364660203,-0.309784330013812,-0.108728808464445,-0.080008285748724,-0.0522061303468962,-0.114385605634029,-0.0123620956484481,-0.112433408817506,-0.0752249576260539,-0.0793944959137984,-0.0521359444445718,-0.011343081646134,0.040584491366907,-0.0172337966650061,-0.112682816215405,-0.138937697332706,-0.197875566625525,-0.0877660020167317,-0.00387453446681377,-0.079001331740771,-0.0518359375022518,0.0322991289764995,-0.0936918844695268,0,0.156980331270653,0.107638509794685,0.0992686124962443,0.118939867158852,0.150070821557727,0.113517499573242,0.228813982410317,0.198370333750306,0.381334488413055,0.217289040597636,0.0729499581748599,0.0469445657142854,0.161185757246245,-0.0223765145408313,-0.147963739853137,-0.0474680995469663,0.00960591222071193,0.0971708704996748,0.00283030908038683,0.230852469609618,0.0805396619015637,-0.011319503255694,0.000779761193581294,-0.0586271450869864,0.0400446995386822,0.0621302908732173,0.0342142936965811,0.13185639455582,0.180928233540305,0.0993080225106012
"3",3,-0.0573350417765255,0.0185317441026009,-0.19212873607043,-0.0526601439817549,0,-0.0330706758730845,-0.020650239509657,-0.0807634422870923,0.04078963067481,0.0416070625525887,-0.0390111955182104,-0.0208437671866839,-0.106813729845311,-0.290826626438828,-0.0738391995491764,-0.117217091124998,0.00235754125097288,-0.131803876640454,-0.0553719877014697,-0.140916375543422,-0.0782715152409346,-0.0622182625008939,0.0376891724004906,0.0598108584213608,-0.0682839285599334,-0.00447916283440012,-0.108411969708975,-0.148028922528774,-0.206057249970862,-0.112750965673046,0.00663809910418209,-0.0451186334305895,-0.0533331692266834,0.0797437283161072,-0.0142874917077772,0,0.197781883962259,0.120929613220049,0.120121570437805,0.212510600972449,0.0960016874597327,0.167321474204942,0.182775819582669,0.206559659720244,0.414163982341743,0.203510458013281,-0.0267179134420474,0.0461101402832806,0.167113720567301,0.0210010913682068,-0.0996335723628946,-0.0200862491620065,0.0928706513452191,0.119858964881293,-0.00665493858933919,0.207881949368267,0.0727741371862639,-0.10650354165017,0.031499970583911,-0.0675437037807237,-0.000960187813495141,0.0520947033437084,0.135826858376411,0.131003739285322,0.149954269792258,0.181340431285108
"4",4,-0.0573933222899353,0.0197451505904123,-0.191942796458535,-0.0521660042330874,0,-0.0627637638763486,0.0614973885817773,-0.110016835338,-0.0153025993792601,-0.00791869333406849,-0.00913311393610125,-0.025087444042618,-0.106015928314689,-0.180282047651074,-0.0470224615242339,-0.134731883058199,0.00647088454148106,-0.125886077166444,-0.0143914583348499,-0.190552564552012,-0.0232347774469068,-0.107287621421608,-0.0037606519826854,0.0670850753164785,-0.0637853568999799,0.0256786942273491,-0.0321691060007832,-0.155631113345972,-0.221445883192804,-0.0431809657811549,-0.0577254214035461,-0.0666661191251639,-0.0769453009632333,0.0613949888997658,-0.0279003787373238,0,0.203897526563105,0.239846301286367,0.101896966412725,0.122980972688159,0.0328067119390851,0.139257480522172,0.135459578419241,0.212195583737962,0.364945942845361,0.197304212438135,-0.0368539051708453,0.116945494613096,0.114608125807936,-0.0201264141154001,-0.111202109733243,-0.0764616174217318,-0.00354638328956022,0.172357357366024,-0.0799920104119072,0.215107623588486,0.0373930943982074,-0.0846530568051282,0.00180206340452706,-0.0481035860022275,-0.0100033049140109,0.0438223165525432,-0.0400223743243784,0.0874903364830953,0.155384559819798,0.21482078301338
"5",5,-0.0528644027782883,0.0188529103997027,-0.187440840052085,-0.0494391730031635,0,0.0313390179285875,-0.0199190038681688,-0.0890470705810265,-0.0268163054427981,-0.0450575291691746,0.00538901862482141,-0.1005287950962,-0.0608736684611329,-0.199883736824445,-0.0908261921739248,-0.120213048815755,0.00118726847147096,-0.129775387506126,-0.0329331451665137,-0.196856209964788,-0.0166769390049171,-0.0808291622461166,0.057200960360839,0.05190988611523,-0.0254450546481195,0.0257590223032437,-0.0399499146646821,-0.188771391980235,-0.141827881315261,-0.0675257061140903,-0.0125179685597933,-0.0693541104801561,-0.0575920611040533,0.0298760514915509,-0.0362004570160219,0,0.17762648957287,0.190123830246663,0.171936863618034,0.190216306329323,0.0808411646763686,0.130986701482291,0.162667171798899,0.139475957180895,0.407745007441419,0.230661893032588,0.171427009690868,-0.0259726643732498,0.0995997940872439,-0.0072243688309593,-0.0950059200900348,0.0170583902573029,-0.0552435157824228,0.164256030887674,0.038693919733037,0.197584726692032,-0.00221986769302972,-0.0314047436019299,0.0301077606459551,-0.0722690102896129,0.0428544620297514,0.127553736038189,-0.0614955463588064,0.0127615806051756,0.168686781395654,0.140178024620729
"6",6,-0.0519949936328615,0.0168573511228515,-0.199985111171404,-0.0488200705430079,0,0.0326214768101373,-0.00749699104221463,-0.123822024406496,-0.0478488319505793,-0.037980079688116,0.0297424052880801,-0.00225587192932244,-0.138979270419671,-0.228197761621809,-0.0876729041163358,-0.0578639152902576,0.0110983057959744,-0.136144209292887,-0.00949080237317422,-0.170751821229876,0.00170663399354969,-0.0840829483737501,-0.0308456232309637,0.0662988352494117,-0.00774171812336501,0.0136438961451519,0.00210402075709927,-0.102529917373515,-0.130210755976157,-0.108530413639778,-0.0283933689410043,-0.0249666445131396,-0.0842757881885703,0.03031767761097,-0.152513740810067,0,0.300988565770576,0.200714371428156,0.178104637362154,0.145459643130639,0.0605130744398466,0.103788921919998,0.0997257905480804,0.146472429492402,0.350244300116138,0.254264940593556,0.0399273141521159,-0.00780858565445063,0.221096950133034,-0.0450401465300565,-0.0808474756801931,0.0660078370757465,-0.0445478755200654,0.165044450124012,0.0806961419777871,0.166304219818035,0.0981875693354838,-0.0518712294867834,-0.05057772848954,-0.115134406595609,0.0405860801960988,0.131237502813089,-0.0426504995609505,0.015651626186253,0.174567288037295,0.120223455277259
"7",7,-0.040808142234287,0.0156493562639545,-0.19974977352131,-0.0502465455331154,0,0.0345437320576181,0.0380103191534506,-0.102488531676879,-0.0105727407402588,0.0137560497407087,-0.0273024369747906,-0.0553041914113567,-0.148956755779175,-0.245854797527799,-0.0532938821046777,-0.284957886862953,-0.0268942948991344,-0.087633551165879,-0.052412351381706,-0.139139198497816,-0.0183293273039545,-0.0411650910061024,-0.0571842632380879,-0.0492756171628902,0.00820978016343604,-0.0424120600961479,-0.0599339346668087,-0.131812205060948,-0.142888359436254,-0.146144976190222,-0.0740081197191562,-0.0848082911607794,-0.0124531891377419,0.00428652763378036,-0.1591162409812,0,0.248819032692478,0.105125888177778,0.0517927551746288,0.232006809853124,0.0425816500157516,0.1136775394935,0.170479717651729,0.18778492265019,0.398342761242336,0.212805168486229,-0.204242513152209,0.19746668221523,0.113075260495762,0.076016268020303,-0.142523388465197,0.0150635477945313,0.0626425972538702,0.0910091809341772,0.10564665280745,0.164546131547156,0.0545904451583941,-0.0362589892226504,0.0140719899700627,-0.0709771495091506,0.00300073107095391,0.0860241854104975,0.0841578153310496,0.131312887457897,0.19202624059557,0.168236508199947
"8",8,-0.0440097259079269,0.0223192882084286,-0.203080070139858,-0.049583207698341,0,-0.0110461756160344,0.0148533459675371,-0.0886655119758288,-0.0199987766795292,0.0155897600179954,-0.0340520143753502,-0.0362737880192812,-0.186363296224431,-0.243957947027467,-0.0695657696442106,-0.0213465992623554,-0.0283640750654534,-0.0915139512359729,-0.0275978300327729,-0.184595499374904,-0.0340020132648452,-0.0890763881013683,-0.0425095790250925,-7.98417400688922e-05,-0.00512167930356975,0.0108232513839265,-0.0493194198778179,-0.156436763343353,-0.173185219426686,-0.0853081571706399,-0.0883951535855158,-0.0736229081580374,-0.0202059389037962,0.0203072609876662,-0.158345710181139,0,0.20587410996895,0.146001129307882,0.0143518016892875,0.145774526090028,0.0797335779285702,0.159942873745792,0.144849662235696,0.195252807920907,0.385561767877832,0.181430677517493,-0.272835004537025,0.16998427741876,0.148568613282095,-0.00702732707375611,-0.153732638862278,0.000421458485988541,0.0323902338149959,0.203763549181462,0.098812818944541,0.257404228049781,0.15706975622033,0.0741794562080623,0.00264503275497913,-0.0731497827511138,0.0312595404859882,0.167002484581571,-0.0116177414051984,0.162757262558356,0.189586920579156,0.128872604079063
"9",9,-0.0433562894136775,0.0223017866403923,-0.200726603078363,-0.056010683475527,0,-0.0319995488502976,0.0477034060817552,-0.116814898254969,-0.0125522699739819,0.00173667011536292,-0.0119637208093032,-0.12089265769884,-0.113151471488306,-0.230835120094803,-0.084182522797608,-0.143122147747491,-0.0437133618464637,-0.0876329429766291,-0.0812895175956537,-0.111051501509827,-0.0263598317543984,-0.0721662042444606,-0.024108455833204,-0.0213732535009245,-0.0141659731102115,-0.0192781558105335,-0.0430373006634989,-0.172408356689609,-0.146480560461574,-0.139804675986026,0.0161193624641685,-0.0754556374873808,-0.0778290610949795,0.0240813628760058,-0.168942674254543,0,0.202472942245004,0.133858430585568,0.0253551478213564,0.108822561649937,0.068953797940423,0.154147002896349,0.140764321014263,0.211514133043284,0.44665919884215,0.203874291202932,-0.0258684578553652,0.0452588952568382,0.162958761398155,0.0141794177524624,-0.0748351095325427,-0.0122337257432961,0.0641790293620562,0.182534642428629,-0.0111075003628611,0.234184599436252,0.158689374572051,0.0688831889099635,0.0333149016053014,-0.133089476222253,0.0612689631481535,0.109129998297049,0.0931655192871616,0.144172886440315,0.195471501861281,0.19361878815672
"10",10,-0.0407915226741477,0.0176100311852888,-0.171284008642965,-0.0554616968587642,0,-0.0410671362232055,0.0681341326439274,-0.0842319097671627,-0.0119690759183076,-0.0684317751537643,-0.0296994346219316,-0.106491647269874,-0.132858699676441,-0.293624239796995,-0.0989447469616016,-0.0836578368078648,-0.0135144272702016,-0.098664834544825,-0.100746696605046,-0.112448764870677,0.041144657827543,-0.0251408487676881,-0.0143001013231777,0.0067723209874359,0.032519013371888,-0.0117812942644015,-0.0318809647425063,-0.181649714464136,-0.166077356935441,-0.137303741591465,-0.0207253242077215,-0.061056503537414,-0.0876824431356527,0.0272138801902727,-0.172023368381526,0,0.128652888469161,0.160477812337327,0.099741701056579,0.163913394076785,0.0627866564187584,0.12512912928847,0.165314075807282,0.181920702754076,0.460502813764927,0.148110819359701,-0.0702272532870922,0.0518828397369372,0.187842457184126,-0.0291167019139044,-0.0805785132167108,-1.96902631485057e-05,0.0831088835509567,0.074036310893002,0.0086534278412842,0.221820588187214,0.104548672446169,-0.00398645370068237,0.029205527092473,-0.12087601858051,-0.000675399875039776,0.0257046502896001,0.109591481619192,0.0953467308365092,0.163481373045798,0.148677483145939
