"","iteration","beta0","beta1","beta2","beta3","beta4.1.","beta4.2.","beta4.3.","beta4.4.","beta4.5.","beta4.6.","beta4.7.","beta4.8.","beta4.9.","beta4.10.","beta4.11.","beta4.12.","beta4.13.","beta4.14.","beta4.15.","beta4.16.","beta4.17.","beta4.18.","beta4.19.","beta4.20.","beta4.21.","beta4.22.","beta4.23.","beta4.24.","beta4.25.","beta4.26.","beta4.27.","beta4.28.","beta4.29.","beta4.30.","beta4.31.","beta5.1.","beta5.2.","beta5.3.","beta5.4.","beta5.5.","beta5.6.","beta5.7.","beta5.8.","beta5.9.","beta5.10.","beta5.11.","beta5.12.","beta5.13.","beta5.14.","beta5.15.","beta5.16.","beta5.17.","beta5.18.","beta5.19.","beta5.20.","beta5.21.","beta5.22.","beta5.23.","beta5.24.","beta5.25.","beta5.26.","beta5.27.","beta5.28.","beta5.29.","beta5.30.","beta5.31."
"1",1,1.40357709843205,0.0147017121473719,1.30028367087011,0.00935835178585838,0,-0.122044955174736,-0.117764677832661,-0.0894508641272357,0.0415830011058243,-0.0877600893045251,-0.0620632281504679,-0.122215828994418,-0.0544361316808492,-0.231017924211055,-0.0381579172154693,-0.193464998481788,-0.0621971410347414,-0.139794750283651,-0.0332552044364481,-0.213374821341865,-0.116844378898733,-0.080328742794654,-0.026048337942513,-0.0335254292917412,-0.0301203356503377,-0.129363860959871,-0.140942129918917,-0.12623929282232,-0.112300420545601,-0.0893260056384248,0.023825822233944,-0.0365665795768128,-0.0606266230668503,-0.0216646951424582,-0.0900793586670759,0,0.0916709140086544,-0.0275425632289504,0.0528755809003692,0.217988259060421,-0.00708109918967773,0.0504533469918857,0.0318649897679686,0.0410092542286884,0.327818636252659,0.13320391162178,-0.0499564332664744,-0.0159681242483615,0.00232669466551794,-0.0470806959437652,-0.0878048460567701,0.00782876457960701,0.0799590662207094,0.136278949315936,-0.120707405047605,0.045943038017567,-0.0004766637110349,-0.0705205705907087,-0.145963604803597,-0.114291408389638,-0.0719795577425926,9.9715482695717e-05,-0.0163551988141033,0.220320064776802,0.106369417258488,0.0574572767008048
"2",2,1.40326313458925,0.0165068696199539,1.29777222899021,0.0134341036136961,0,-0.109928979479998,-0.113146312878833,-0.069263369703746,0.0397352850425392,-0.148768898399248,-0.0814759583979895,-0.127584672359488,0.0124817845164513,-0.24926255702902,-0.0171572819089649,-0.17256443545578,-0.0427304839748421,-0.0911150817468209,-0.0102352968989459,-0.217296730400406,-0.108860399355489,-0.0971574744612982,0.000725548151297772,-0.0622254804167747,-0.0240476526934873,-0.121230827260292,-0.122543582699618,-0.122388812187555,-0.0857721470493765,-0.075918268288345,0.0186727630152086,-0.0148760678183303,-0.0531914285725947,-0.0496021026991069,-0.0754104235486886,0,0.0934876243715168,0.0185105904021609,0.0687544021264273,0.211143804244732,-0.0070585351385422,0.0851379732977532,0.0741122815892318,0.063558282808295,0.326152207947296,0.124656584469419,-0.0509449960151381,-0.0174716111012016,-0.017335581828519,-0.0142312866729429,-0.135342365694397,0.0134330791615852,0.0506966863869306,0.163593915770451,-0.052531786592633,0.0448948046487454,-0.0256308126002547,-0.059518477894137,-0.142314052432641,-0.11833930347265,-0.0631532087283015,0.0399053854966803,-0.0301129778273402,0.195339805573667,0.121816969118694,0.0627679089648902
"3",3,1.39556910408433,0.0152817516302838,1.29630614495933,0.0121810524369864,0,-0.0880950477436309,-0.115626635774484,-0.110820226852598,0.00881789434343279,-0.102992701881034,-0.0626718921546327,-0.147200104631015,-0.012762378777031,-0.247145092189554,-0.041843497390664,-0.148911266977096,-0.0639689495457217,-0.0935631477633882,0.00819980010134353,-0.199024776535312,-0.111279799922638,-0.0730054468448979,0.00547620577432093,-0.045864565083255,-0.00990210656518099,-0.155368421328985,-0.0806901018417324,-0.154158163192916,-0.0745700051673079,-0.0873335304561118,0.0122072089843898,-0.0176753688783851,-0.0818184585507206,-0.0395860101144917,-0.076390015987291,0,0.108295993602248,-0.00331703764045385,0.0785286674891772,0.217649499605166,0.00898950010511425,0.0624078859611489,0.0207708391906218,0.0941497998647293,0.276901146035292,0.142873348992357,-0.0846699679063934,0.00554991489732028,0.0172114727983804,-0.00993469140874761,-0.120172797357448,0.00597935634563403,0.0484516773125454,0.167672479342539,-0.0501414980123471,0.0423023951133408,0.0022418314253535,-0.0615543414839475,-0.126143590443913,-0.0947251711730427,-0.0887636509932054,0.0341651907516697,-0.014392649329398,0.204347782511876,0.0936177963967126,0.0425401916982678
"4",4,1.40166396579544,0.0153560150044268,1.29780152087469,0.0105082508978395,0,-0.101577405728806,-0.113282214219649,-0.10870812679227,0.0199080178718605,-0.128402343361863,-0.0789234500378251,-0.152662750259539,-0.0536299533495465,-0.26347836374967,-0.0841782752207878,-0.176158364544842,-0.0586861222354591,-0.103408554188606,-0.00511678684978194,-0.203761698649557,-0.105233271988256,-0.0704303824850421,0.0169084187382435,-0.020749115628778,-0.0233054977856409,-0.13190853476386,-0.0687228320773426,-0.148989343546952,-0.102724885507049,-0.0962415426234701,0.00881951672430887,-0.039706767597466,-0.0718243417596389,-0.0302935444070449,-0.071988247707678,0,0.126557578655447,0.00635424353350456,0.0768602350079816,0.239020571612484,0.0148492464490933,0.0476257128188264,0.0277631460801817,0.0932513256953476,0.318677503592836,0.116996460419769,-0.0543582093180658,-0.0124355573154977,0.0316899461130191,-0.0270662599369187,-0.101989695558279,0.00337561569142651,0.0737545232971046,0.129383263291431,-0.0865668140249125,0.0337171139119373,-0.00117140536094117,-0.0889961996649715,-0.152625621116161,-0.103821609446358,-0.102015076841534,0.0393099858862251,0.00993132362803522,0.193928720717913,0.0838184185278985,0.0517259783294953
"5",5,1.40116796701974,0.0159188836072635,1.29565062639868,0.0115259557135601,0,-0.101457629391474,-0.0989489432746188,-0.108232375867226,-0.00531363381923839,-0.13209815906375,-0.109149292522979,-0.144817371734611,-0.0633631654141287,-0.24568742879661,-0.0935183556838448,-0.18837456205902,-0.0505513484398259,-0.0983212132351659,-0.0330628368972136,-0.200666050369188,-0.0939642304401977,-0.0795817749477542,0.0181071972922496,-0.0394022539923164,-0.0364550643375742,-0.132429401518497,-0.0850033717358174,-0.143343064250963,-0.0991137919206238,-0.0643088645969377,-0.000187005785529076,-0.0324075530224688,-0.0554438443387717,-0.0513378211680683,-0.0671249860791451,0,0.127732126119655,-0.0220887497140436,0.0759836269040919,0.242637577401733,0.000668100690268908,0.050510537199951,0.079643962655425,0.0698798973577279,0.317003621305462,0.140127472304,-0.0153100228430919,-0.0427858576878894,0.0221563001656935,-0.0552213017677866,-0.111463604129193,0.00953459014702608,0.071062668098457,0.169263381813784,-0.0993452177159452,0.0510855985340255,-0.0101694651989462,-0.0569069249935708,-0.16185200522536,-0.160251051237214,-0.103625436952949,0.0502308460451592,-0.07080801113324,0.222016601391068,0.0880617782565666,0.0582781579316346
"6",6,1.40295737157035,0.010221682803159,1.2967823497153,0.0114194854045579,0,-0.15868802629321,-0.103192319031239,-0.07796525261925,0.0363848822703225,-0.0911131956994966,-0.132738079319764,-0.15084321787958,-0.0608685690530738,-0.238247765361185,-0.102552668608164,-0.112945864683255,-0.0129197186494203,-0.0999824870889246,-0.0376165588467345,-0.170427512677854,-0.109769186128241,-0.073232434191048,0.0115488699642973,-0.0432216202325038,-0.0302180305189351,-0.110936927173284,-0.111641239818491,-0.159978814545815,-0.0650106490269543,-0.079261960461654,0.0450878360291825,-0.034413705134996,-0.0608534368805131,-0.0346283706608884,-0.0655651213574929,0,0.129159917736643,0.028033752303206,0.0929959794599728,0.22764555910934,8.13947645808381e-06,0.0803607734638761,0.0916148974636973,0.102743744314447,0.281223028242201,0.153326611860984,-0.00300111115375468,-0.0237691900608189,0.0305793631694264,-0.0399416281482019,-0.0903187435028657,0.00379870757384169,0.0717656173449474,0.134441952908118,-0.0856393467495142,0.0236866967458824,0.000379582180790383,-0.0776310557553603,-0.160751245776114,-0.128403456174023,-0.0691614559555634,0.0250953425284255,-0.022244612287546,0.234160901404195,0.0696014251392485,0.0679907903571755
"7",7,1.39910938466103,0.0098881667638356,1.29402674866275,0.0109253647753547,0,-0.131605899254074,-0.0972104471873017,-0.0695749688182235,0.0018866948123477,-0.0943764005036092,-0.11888960638335,-0.167011896444095,-0.0547650108183509,-0.234768353288906,-0.0909130140134666,-0.186677818207089,-0.0550324126609191,-0.103490733519597,-0.0536384484132168,-0.161387929028934,-0.120279367795761,-0.0666540925627626,0.0154326928757261,-0.0501476861210186,-0.0101532511700916,-0.137385184423735,-0.0974410507015485,-0.133580161990213,-0.085798777814115,-0.0943088381906938,-0.0386206421368207,-0.049730136390166,-0.0630751090968366,-0.0456047536055586,-0.0594621332469383,0,0.0834399134584522,0.00170408718144046,0.0961703452982861,0.246423747954608,0.0123721859427347,0.0792190406865173,0.0499396956567009,0.072683505318931,0.266594197790173,0.131647648997565,-0.0422805121251067,-0.0164534665943943,0.050890890820685,-0.0184042648918789,-0.132084708610838,-0.0111360577851642,0.0565728917676335,0.178442461943979,-0.0616353164153099,0.0492536104170009,-0.0326172550904099,-0.0540839201259926,-0.142841182998146,-0.104716831255361,-0.0442452491933965,0.0135072463824213,-0.0106104115310161,0.186398080633874,0.0894509378017525,0.0777607437383319
"8",8,1.40552185148362,0.00939699328227884,1.29181745414704,0.0124562075119724,0,-0.131039256327592,-0.111137567029964,-0.0658128751275855,0.0292891134760632,-0.136036456162829,-0.131835626699453,-0.149405005432499,-0.0370829987449537,-0.242179540227689,-0.0595502159298738,-0.166348017316179,-0.0303093913995043,-0.127391791690264,0.0164900572953779,-0.23065637464305,-0.0956634484591967,-0.0844174867643438,-0.0143707619389938,-0.0550780840780204,-0.0318522828604924,-0.146766540463291,-0.103124807563414,-0.154810120526642,-0.0813040462991705,-0.0712076726144332,0.019335683846229,-0.0180698747311111,-0.0714917664414851,-0.0591480019599418,-0.0881157299734902,0,0.0754639019805934,-0.00808870828385796,0.0865465452643717,0.212280289371763,0.0207699574173174,0.078649946293347,0.0697373646898086,0.102310075767002,0.285514041089466,0.135822378169173,0.0246694526077896,-0.0152817873806461,0.014358908982554,0.0130800471028282,-0.0986407995819662,0.0761583802267145,0.0668273303134102,0.186667036521988,-0.0570083478287878,0.0620500433771694,-0.00201316319799132,-0.0410105678955174,-0.104331225715563,-0.113323412081631,-0.131413428775505,0.0351324150061117,0.00363266128201456,0.217877525495899,0.140570393197349,0.0398149847117368
"9",9,1.40543872008179,0.019012827151926,1.29141631130374,0.00896269960141559,0,-0.129341309466173,-0.122110158947631,-0.0662515239653403,-0.0306814281376219,-0.0839722247633338,-0.136788706969751,-0.146784958861976,-0.0372951216460089,-0.237449572779066,-0.0978200462920259,-0.19103017604783,-0.0563078986799726,-0.142731708835827,0.0261695584385841,-0.223903761562205,-0.106209113354963,-0.098105819197434,-0.0394751503383624,-0.0658262360644737,-0.0401142648470762,-0.14002336239772,-0.105504124356078,-0.142836182172342,-0.103911521274068,-0.0825022336565997,-0.0252688496830882,-0.00836135490935745,-0.107586760833303,-0.0320861779828266,-0.0621700200426181,0,0.0857640280274442,-0.0324870935338487,0.0952646611626904,0.204530196107689,0.00928165777428399,0.0727902099987544,0.0644302065236692,0.130452945459198,0.280176334053873,0.152292093288303,-0.108782682248459,-0.0575761756681997,0.0439045972208174,-0.0478333590135665,-0.0810208860944846,0.0544342237323559,0.0630177140876543,0.1907701512319,-0.0770826749196845,0.0728293937102917,-0.00367140758740446,-0.0365708542593199,-0.141477649426118,-0.155866288315622,-0.0721902758043629,0.0590089592267039,-0.0118878245969169,0.21937634060674,0.137383267325754,0.0798591929446117
"10",10,1.40324161412201,0.0268102098789583,1.2860518696535,0.0147779382164443,0,-0.134294593092506,-0.098345499759747,-0.115873712257187,0.0119465725970026,-0.0981828962022392,-0.0753295977382016,-0.144578684132603,-0.0560167371833949,-0.226631253935359,-0.091495850408292,-0.110625794925133,-0.0388208661520117,-0.137573390876852,-0.0730654622875173,-0.2064544971201,-0.115180218417715,-0.06089717228258,-0.0341313759103778,-0.0550544498214158,-0.040131677152738,-0.134701841244045,-0.12436431454875,-0.129520984589108,-0.100811389600491,-0.0827427458618076,-0.00601663178478793,-0.0497671867787387,-0.106236694867635,-0.0571983075157009,-0.0894391917104506,0,0.097893367307151,-0.00425172590691084,0.090473714409038,0.217284061155259,0.0139267377717254,0.0634145774100026,0.0461405036999428,0.119139480582065,0.281914210271672,0.148743589458271,-0.07335932917823,0.019697409056596,0.00652032338127312,-0.0211483956970569,-0.118743039736322,0.0473316119069138,0.0815389318874786,0.190682779916727,-0.0853715857859146,0.0275906725211453,-0.0316444865961416,-0.0542306485423449,-0.122008016919774,-0.13973513683795,-0.0774643355507572,0.0623024636417687,-0.00690110640438232,0.222782225387319,0.0939648839550853,0.0383432397865467
